667,2,17,8,53,11,34,83,40,4,91
866,53,84,62,9,30,17,51,24,82,76
754,8,72,24,83,84,26,80,72,98,76
168,79,49,100,15,72,85,76,32,50,21
716,33,74,24,88,42,6,24,73,81,70
811,74,76,99,5,44,8,83,33,38,20
56,55,41,99,48,13,21,30,45,15,97
643,21,88,25,53,11,25,81,81,81,55
610,52,10,72,11,20,51,50,63,57,49
707,12,87,95,28,75,80,57,87,46,18
330,32,35,33,61,85,43,66,68,66,24
156,64,90,70,43,46,6,90,29,96,94
254,57,12,2,30,65,29,26,27,82,99
411,40,26,70,40,35,70,54,1,62,98
190,20,65,62,55,75,39,77,6,67,80
670,90,69,82,31,54,75,68,1,97,75
935,91,66,18,51,11,81,13,36,93,77
34,69,32,39,10,83,95,41,82,61,44
173,17,40,40,37,43,97,6,56,85,96
884,87,40,62,27,71,94,10,38,79,73
331,41,22,18,61,31,32,24,36,30,72
967,93,39,56,74,88,82,30,46,67,67
710,85,35,54,28,82,96,24,74,91,12
884,18,90,22,68,49,82,77,30,15,58
60,55,34,71,44,98,29,50,69,81,35
612,82,90,44,81,100,63,99,65,74,98
54,75,79,25,88,2,44,84,34,80,49
666,2,44,64,59,15,20,26,61,32,28
335,91,61,51,41,77,77,35,66,79,39
650,23,94,41,74,58,66,39,36,22,38
959,85,2,98,87,89,88,44,58,46,38
739,38,30,66,30,11,87,33,79,36,56
637,90,13,17,51,84,62,97,59,70,40
805,51,53,85,47,1,72,64,48,21,49
606,49,42,25,95,69,29,31,54,67,41
836,61,4,75,2,3,49,26,36,38,66
921,23,19,25,24,82,24,26,89,40,26
506,57,7,12,7,70,99,52,38,84,29
406,23,98,83,87,34,86,78,67,67,82
61,94,98,99,9,11,23,89,48,59,83
849,87,6,86,9,5,84,72,27,74,74
356,26,76,52,79,51,89,46,41,66,50
491,42,18,36,38,59,83,26,43,43,78
527,39,5,13,64,35,14,93,63,77,88
272,39,69,87,72,99,87,75,98,50,51
246,54,45,68,65,91,27,6,45,45,59
364,70,57,35,12,57,3,27,90,57,47
312,86,71,100,67,84,23,42,21,15,50
615,9,85,38,43,83,71,95,98,69,21
717,71,99,40,81,61,9,63,74,30,70
849,66,16,60,70,12,82,66,26,18,71
845,93,61,37,25,46,48,54,27,1,81
49,20,22,6,90,9,40,78,2,23,46
525,25,29,32,95,3,57,71,24,86,88
398,98,13,95,96,43,26,72,84,41,58
625,96,35,15,86,66,62,8,38,95,90
216,98,67,99,79,21,47,20,81,30,75
298,35,99,100,26,48,1,14,16,53,63
649,38,9,31,62,7,22,9,16,47,29
547,93,36,48,36,3,25,87,70,19,46
872,22,32,75,40,95,18,7,5,43,45
32,60,54,14,42,64,72,93,11,44,60
1,25,94,22,24,76,13,55,76,65,95
24,87,61,88,20,53,44,61,36,46,75
516,95,38,3,44,3,41,54,60,44,8
874,95,15,91,29,89,65,9,58,14,97
734,99,9,31,95,97,42,74,34,58,18
86,11,73,72,91,41,5,80,100,15,93
77,89,9,33,52,94,100,87,46,41,76
115,21,26,89,66,30,55,93,55,37,47
571,95,72,13,80,98,9,98,86,79,56
846,33,20,38,70,49,77,2,94,71,90
707,4,32,58,31,72,1,83,18,12,14
198,56,50,62,6,93,95,68,75,86,47
611,67,82,84,63,19,48,87,51,93,79
655,9,19,38,44,56,61,22,62,44,60
214,65,53,14,14,26,12,62,63,27,2
270,15,61,39,79,59,15,24,77,46,64
250,11,22,41,95,4,65,19,13,98,60
664,60,45,1,89,40,27,93,18,91,93
794,65,54,69,3,25,77,35,7,76,1
834,72,21,80,76,65,92,22,87,17,99
679,18,23,11,70,93,52,84,53,50,30
633,52,41,26,26,28,60,73,83,68,13
805,72,80,76,70,44,15,76,98,70,7
745,53,48,58,100,33,26,10,49,91,15
782,11,86,63,27,65,91,5,57,95,90
202,27,78,97,55,50,54,86,12,22,72
564,63,34,90,69,2,38,30,82,41,54
352,29,89,5,49,63,74,81,81,16,50
34,41,72,91,32,81,58,45,72,84,88
264,29,73,59,20,35,91,41,77,16,31
853,43,66,25,9,44,2,78,20,16,28
386,44,56,91,55,30,61,70,42,62,63
209,9,97,62,90,67,22,90,93,77,39
252,65,76,88,36,17,3,78,72,71,26
168,78,35,79,23,38,82,70,71,56,56
966,89,90,46,62,91,9,86,38,70,11
267,16,17,92,9,19,66,13,50,80,49
24,28,48,67,28,94,70,7,63,4,80
284,12,98,11,68,53,83,63,27,58,66
909,46,85,1,58,54,35,15,77,94,18
930,38,6,81,70,85,1,51,88,78,23
499,15,74,27,83,27,35,88,88,80,28
581,79,90,27,38,32,75,59,98,68,76
496,74,35,92,59,95,54,69,16,3,11
945,9,36,64,29,17,40,27,31,5,45
873,63,65,26,29,25,35,1,91,17,44
433,99,64,46,58,20,77,54,91,76,82
345,6,47,77,84,64,7,80,99,62,100
236,56,60,53,59,44,81,50,40,21,49
244,39,74,5,26,72,52,7,5,37,70
310,69,61,83,48,83,48,31,95,62,17
979,51,2,14,35,22,55,68,95,14,84
107,16,99,76,52,94,68,48,99,96,16
604,63,84,83,12,32,62,23,32,59,46
589,86,61,36,15,91,77,59,10,14,36
313,68,27,67,45,32,61,11,5,41,33
715,85,13,100,99,20,78,12,57,59,59
790,85,76,33,19,92,74,83,91,83,81
197,66,7,69,79,9,93,53,19,55,50
78,70,21,96,95,36,91,52,91,18,36
960,66,80,58,18,31,29,28,86,8,30
992,92,90,42,23,57,44,53,67,76,100
178,63,4,41,70,72,38,88,88,83,58
223,72,3,1,86,23,17,31,83,66,6
660,53,28,95,27,62,62,26,61,87,1
166,12,12,39,18,47,66,33,76,78,52
871,46,55,38,24,27,95,16,13,17,67
722,49,12,15,93,14,19,86,16,98,99
243,22,91,44,14,34,76,49,90,100,28
643,14,23,81,83,20,11,31,40,96,2
430,74,60,83,2,35,3,99,56,37,86
908,67,38,61,89,85,10,47,27,79,72
887,10,47,79,69,68,25,29,3,66,93
214,81,46,36,47,21,88,42,88,66,10
873,65,72,39,48,57,49,71,98,89,20
832,26,39,21,18,45,67,83,71,93,62
803,14,68,89,50,67,4,10,31,84,53
658,27,27,90,94,40,89,75,46,93,41
661,18,61,4,86,80,50,83,49,94,13
617,12,74,40,11,96,73,6,36,7,14
145,52,23,4,62,3,77,26,49,31,17
899,31,29,33,2,74,28,88,9,77,96
785,99,4,78,41,40,42,79,22,14,70
606,10,84,12,74,48,41,16,46,50,17
824,91,22,99,18,12,30,75,86,89,72
84,23,43,75,50,61,45,33,25,22,23
632,16,45,10,62,44,44,52,92,46,95
54,57,56,61,71,17,4,2,8,36,100
165,3,92,56,80,66,77,72,16,74,73
376,49,85,1,35,57,51,90,2,2,62
181,40,52,82,50,20,89,11,50,45,36
719,56,46,73,78,30,68,18,88,49,88
401,79,2,79,61,24,26,65,2,52,5
168,72,31,80,95,74,86,60,96,62,28
864,56,73,9,47,17,77,18,14,2,66
719,43,19,100,100,28,24,98,81,42,81
613,27,70,59,74,23,98,29,60,97,67
484,24,53,62,18,15,48,83,11,86,31
839,55,83,86,97,16,65,70,49,61,2
468,49,72,87,99,57,19,51,95,58,62
255,14,58,57,6,31,15,71,38,1,40
340,36,42,93,90,75,62,25,48,80,44
285,16,36,99,78,68,73,84,32,57,74
280,88,39,68,60,79,17,85,20,73,11
981,92,69,59,29,30,87,60,73,77,98
421,11,73,92,47,52,43,1,37,97,97
804,24,68,24,89,87,65,77,35,79,79
64,22,41,38,42,96,22,95,66,80,41
268,29,57,27,90,40,90,7,75,52,36
255,55,70,72,77,43,24,77,31,21,33
863,43,97,94,61,71,41,55,82,4,49
837,76,4,56,30,84,52,56,37,30,85
265,35,11,97,76,94,12,70,74,33,72
141,62,62,51,2,47,44,84,55,93,3
405,97,47,26,84,80,3,85,8,53,38
856,80,99,22,2,87,34,22,50,42,56
610,87,62,73,83,59,14,23,71,44,96
94,45,94,85,16,57,22,48,51,61,88
708,92,45,49,83,7,45,30,84,67,12
117,94,50,65,39,89,57,9,88,26,49
426,72,20,4,68,24,28,48,69,87,16
114,4,3,53,84,51,92,73,92,11,34
223,67,12,36,47,52,43,75,64,98,9
142,26,95,78,95,81,63,8,71,82,98
825,47,66,49,34,3,100,30,13,2,46
905,8,44,17,36,63,90,31,77,32,97
203,57,10,97,7,23,85,48,86,25,33
524,75,88,82,86,22,95,37,12,6,7
983,81,72,14,12,2,55,69,34,39,50
33,80,82,49,7,49,41,33,66,38,67
416,72,90,57,43,63,6,7,61,14,7
977,2,84,18,22,6,18,6,45,65,52
645,93,62,60,58,43,37,59,52,46,50
132,9,82,23,57,83,12,41,34,71,77
925,89,82,66,59,76,99,86,1,1,61
644,60,45,61,19,37,99,63,33,63,25
965,22,15,84,60,15,22,28,44,40,32
962,96,100,93,14,13,33,81,1,7,73
509,69,39,97,92,65,36,80,84,92,35
694,20,47,29,74,16,54,94,4,98,28
68,66,56,60,94,80,22,76,38,77,32
18,38,39,98,87,32,48,32,45,56,56
969,79,28,5,8,1,7,18,56,98,44
691,90,73,7,58,70,40,100,56,59,84
485,83,88,71,29,78,57,75,57,73,36
878,80,46,16,49,87,65,74,28,70,95
806,62,48,60,74,40,84,32,14,33,77
548,78,55,63,75,67,45,65,100,85,95
86,35,58,42,81,29,75,11,39,86,76
502,72,100,72,88,91,54,36,23,66,39
241,84,65,72,49,14,27,63,33,98,91
44,38,3,25,47,58,14,99,77,99,65
901,23,40,52,55,10,92,54,13,48,61
755,9,8,64,34,50,72,5,49,36,12
165,19,84,86,94,34,8,41,84,81,92
172,24,15,52,48,30,85,49,19,81,24
972,42,60,52,53,3,23,30,50,88,10
361,42,79,69,41,71,79,6,29,13,55
738,88,46,12,65,26,90,91,90,47,71
111,71,45,45,37,15,48,61,100,74,83
506,48,84,70,70,29,40,50,100,25,61
761,86,83,21,45,4,98,40,74,71,10
763,76,30,20,12,26,12,55,84,62,4
650,12,81,48,99,78,43,18,8,34,64
528,95,75,48,7,74,93,82,62,47,42
608,33,21,62,15,15,28,38,48,22,63
593,25,28,16,89,99,82,47,60,23,88
739,40,26,92,91,88,17,37,100,26,12
556,20,6,35,26,55,4,57,92,98,58
204,41,18,83,73,40,30,98,47,94,52
368,28,78,96,39,59,55,82,70,24,56
736,100,95,42,59,50,100,3,75,47,28
192,19,11,12,70,93,30,8,10,5,65
645,27,72,55,2,39,3,78,69,16,76
146,54,81,3,72,14,90,78,99,38,73
194,62,3,84,9,85,67,54,13,7,57
595,61,13,79,18,31,96,13,59,21,81
41,81,49,96,32,15,58,26,14,2,100
151,54,60,79,42,58,96,21,91,99,95
571,6,53,15,3,17,47,33,17,78,22
21,68,48,85,1,82,10,4,19,9,58
186,28,77,27,7,40,35,10,83,66,87
349,15,56,35,6,87,59,64,31,11,52
591,83,5,77,78,75,59,7,8,76,67
110,39,22,88,58,73,16,13,14,89,13
702,25,64,2,86,31,16,69,95,35,45
427,29,13,3,84,39,33,56,84,75,13
117,20,33,33,67,46,66,39,31,52,99
363,63,48,7,16,48,66,32,24,100,19
499,45,46,85,70,49,84,63,43,8,90
802,65,33,45,70,44,77,71,90,46,54
363,90,45,33,98,60,93,57,99,88,73
799,61,75,69,61,21,89,50,68,67,54
724,91,10,89,24,34,48,49,78,35,64
598,45,17,83,27,23,55,9,20,60,65
266,46,28,44,29,13,22,100,86,28,64
171,35,78,55,42,75,18,98,37,6,98
25,2,26,55,65,57,92,54,67,56,33
605,53,57,83,11,57,35,23,66,51,61
144,86,61,9,91,3,50,56,40,61,88
540,100,61,38,99,20,71,87,89,38,23
575,33,5,63,56,18,13,49,51,29,46
118,52,37,3,63,40,25,44,26,76,76
756,61,15,100,19,9,90,42,54,25,43
702,24,69,84,93,96,24,93,11,3,98
2,66,9,12,9,75,56,33,100,24,70
493,13,7,41,12,31,9,43,97,97,64
178,73,81,68,9,75,34,5,18,43,7
314,33,40,92,57,59,19,31,12,53,85
777,26,96,40,75,92,56,88,86,6,6
525,96,9,22,75,34,7,50,78,37,8
111,6,76,94,29,27,42,59,3,7,84
452,11,53,86,61,83,17,4,44,92,48
573,70,11,37,24,36,85,47,91,63,78
86,68,93,58,89,3,51,58,82,87,78
515,71,12,78,56,79,1,68,10,21,72
914,91,52,30,76,32,10,99,28,11,97
853,27,14,57,2,16,86,78,82,40,98
37,22,11,18,75,83,62,57,80,12,1
768,98,92,30,74,5,49,87,32,34,51
686,36,100,4,40,83,16,2,14,33,70
43,74,3,19,22,14,14,22,14,53,10
193,52,42,22,28,86,11,38,63,95,39
242,76,79,24,73,11,30,24,63,56,77
395,96,20,91,48,20,29,94,20,4,80
898,38,54,73,75,34,44,5,76,13,39
105,98,58,4,22,100,99,67,82,60,51
184,61,71,100,98,49,53,49,5,27,34
687,46,94,85,1,51,22,87,28,11,53
181,37,25,15,81,82,25,44,48,100,25
150,92,70,14,42,65,39,61,46,63,70
289,92,6,40,78,82,92,72,18,55,100
672,67,35,10,87,53,24,24,61,77,26
44,3,54,98,46,98,43,90,1,89,4
963,79,97,66,66,90,99,3,66,12,12
936,65,39,62,36,42,50,80,40,61,69
402,11,54,45,16,43,50,23,48,53,71
453,93,28,32,54,60,28,41,39,44,43
183,24,100,50,50,84,50,61,98,84,90
354,11,35,41,15,40,6,68,95,10,13
852,80,87,5,43,29,68,100,34,66,61
69,100,67,61,22,11,63,21,27,95,21
338,7,15,91,50,60,92,54,14,19,36
647,72,67,45,82,34,60,33,12,100,35
131,83,32,89,60,19,75,43,17,64,91
924,49,69,62,98,100,22,52,33,58,51
489,3,98,44,78,17,19,97,21,46,25
111,46,52,90,2,40,80,40,31,39,99
983,68,12,32,75,77,41,58,43,62,25
567,64,34,65,48,67,50,57,93,30,93
157,25,38,100,69,40,96,12,89,52,20
694,22,82,81,71,36,22,92,52,77,97
188,62,25,16,51,39,61,52,4,35,57
861,26,11,47,72,89,91,15,31,27,86
327,26,14,12,96,48,27,15,13,18,96
324,77,85,42,56,42,88,32,76,35,64
570,16,25,34,91,15,79,72,98,48,58
349,53,77,67,86,58,80,54,87,62,66
89,94,82,51,82,51,77,33,89,69,25
177,9,74,82,61,40,69,34,26,67,9
343,39,71,43,43,100,39,59,79,33,94
42,91,81,5,34,85,56,59,1,72,43
589,98,56,65,32,29,58,42,76,13,17
306,97,15,8,99,7,74,94,82,89,38
133,30,51,34,23,82,80,16,99,95,31
902,97,93,45,56,64,12,95,55,5,88
79,23,97,51,72,30,76,68,84,76,72
427,35,31,75,77,10,74,7,51,44,62
122,11,78,96,49,36,94,70,29,58,35
952,4,33,16,44,48,33,13,39,98,42
564,42,13,78,12,79,89,72,55,21,77
765,46,85,76,22,45,51,83,27,7,51
387,33,83,54,7,69,71,92,96,45,41
381,94,28,82,9,61,41,7,42,88,60
754,81,51,51,58,13,93,47,94,58,88
522,68,64,92,13,37,3,15,74,49,27
166,87,37,69,2,82,47,37,53,16,56
710,50,87,1,67,1,33,71,53,69,91
641,63,47,67,1,28,54,5,30,78,81
491,13,20,39,64,21,63,77,46,57,90
751,9,73,72,22,41,61,61,24,70,53
438,79,70,9,23,86,18,40,89,64,42
267,43,89,22,3,49,91,5,71,43,48
199,29,53,67,99,1,31,46,76,65,94
845,37,10,54,91,10,95,24,8,57,66
76,88,70,22,52,2,66,38,29,67,63
451,67,8,6,16,30,97,18,66,14,93
636,84,39,69,44,6,35,31,29,45,32
522,16,49,40,29,4,45,94,70,84,32
56,3,100,62,41,87,95,93,12,40,95
998,38,3,9,99,71,47,90,8,80,81
523,37,70,100,11,75,82,13,51,39,64
235,48,87,67,75,31,25,94,23,55,36
460,38,43,84,7,20,65,3,8,86,8
906,47,40,14,63,47,7,41,85,93,16
937,11,98,70,72,98,51,88,87,22,78
256,14,94,80,76,5,93,73,21,48,40
871,8,29,29,66,68,41,56,1,70,20
204,38,62,53,91,81,11,10,67,14,100
126,96,12,84,82,96,50,13,77,8,65
700,83,79,57,80,65,65,4,91,74,50
210,46,48,4,63,4,33,2,20,97,45
142,43,38,93,52,78,78,74,77,7,65
57,42,12,71,39,63,14,41,68,31,39
633,39,71,47,82,47,36,32,36,46,39
571,53,25,49,9,98,39,13,75,71,73
995,52,48,91,87,90,90,19,70,50,52
522,57,38,8,2,63,92,71,11,86,38
31,47,64,27,23,45,31,63,38,1,8
573,56,54,19,35,14,9,35,99,4,14
639,32,43,99,55,85,84,95,30,55,92
416,93,71,83,35,92,73,5,13,77,42
168,30,71,14,70,9,84,87,97,33,68
228,52,55,91,94,61,38,47,38,48,9
738,6,33,96,48,56,11,68,48,65,53
915,98,38,53,59,25,62,43,70,89,74
101,5,46,58,70,7,54,20,71,21,86
586,20,44,39,44,96,100,80,38,33,9
624,27,11,73,39,93,26,37,8,8,92
866,24,36,20,28,86,78,87,17,60,30
455,71,56,35,51,13,31,75,12,25,76
475,67,15,9,64,52,93,99,3,49,57
167,93,45,61,41,99,1,87,92,36,16
830,17,48,34,72,29,51,38,98,52,95
283,71,35,63,33,61,13,94,97,2,99
459,84,47,73,15,43,92,95,10,20,79
135,87,2,81,39,65,26,16,23,46,57
268,77,8,18,19,41,69,49,23,95,98
651,51,73,74,80,75,3,84,15,90,40
367,55,47,8,68,45,15,4,35,3,9
624,11,21,94,53,32,85,28,35,46,89
815,17,26,20,51,73,49,36,9,36,29
595,90,23,55,12,95,1,75,61,74,7
535,14,81,75,50,60,29,70,70,35,51
913,89,87,52,37,100,39,74,63,69,58
141,88,42,96,46,73,37,96,78,28,85
762,34,84,88,8,34,38,53,57,23,99
527,95,15,18,49,97,33,14,92,43,63
590,67,51,62,20,45,7,24,18,78,7
939,97,71,43,26,17,24,77,11,37,13
948,48,66,9,87,4,29,34,13,11,13
504,32,18,85,34,31,11,15,6,45,21
330,77,52,9,35,91,66,58,78,39,61
81,25,35,28,69,35,89,90,5,80,16
294,57,39,20,15,28,75,98,45,2,22
8,58,79,71,72,50,8,47,28,99,98
344,27,24,79,65,82,30,28,74,51,61
62,77,57,23,91,26,52,43,52,20,47
437,25,38,22,54,18,44,4,80,86,81
781,85,31,50,69,21,25,14,32,52,60
13,26,53,30,94,83,53,97,10,88,48
656,97,97,33,25,28,79,57,71,49,100
4,4,66,73,44,49,33,82,25,46,44
598,14,100,13,75,59,44,38,57,98,72
247,61,6,11,29,1,47,66,55,45,7
841,29,57,51,59,72,20,84,100,47,94
398,5,73,87,56,3,92,96,31,78,52
66,20,60,30,14,91,83,14,97,81,58
79,85,60,30,41,48,94,78,12,95,10
972,3,93,82,27,55,49,90,8,36,47
6,31,94,45,56,83,55,21,99,78,62
107,21,10,40,8,94,34,33,80,78,76
460,16,82,27,10,95,42,90,48,2,4
829,37,71,15,69,39,45,57,24,29,1
21,47,72,9,16,57,2,88,17,77,43
95,29,46,43,99,28,53,30,55,5,83
225,21,5,3,100,86,24,6,77,97,79
903,48,82,74,5,78,22,79,45,58,43
488,73,66,35,67,13,65,21,75,87,99
35,77,17,69,82,22,71,56,52,82,81
608,95,62,93,49,49,97,67,83,92,15
27,53,66,20,90,53,37,53,48,29,34
257,79,56,59,71,93,82,45,35,19,46
899,96,50,89,40,12,47,64,67,24,53
282,67,75,13,88,76,3,30,4,31,40
798,69,7,24,95,90,31,74,56,20,44
582,21,55,5,7,56,39,48,33,86,30
249,87,65,80,98,30,37,12,80,81,48
582,80,66,51,76,30,96,56,38,61,5
592,83,100,51,4,56,49,61,81,38,60
968,68,46,20,25,10,40,82,68,8,15
648,52,60,99,20,65,57,75,84,99,61
906,9,59,95,26,89,3,17,90,40,28
936,44,86,52,35,80,51,42,23,13,93
938,56,5,86,43,60,59,37,45,96,61
367,50,43,94,46,73,96,94,71,11,55
46,50,30,46,1,33,42,12,60,50,82
841,58,75,20,49,53,24,27,2,69,20
656,19,67,26,12,33,69,73,53,75,73
156,46,71,93,68,21,64,47,85,12,26
376,55,29,47,77,81,42,29,86,78,4
450,31,81,78,88,4,40,43,60,57,9
784,16,35,14,97,36,5,72,18,58,10
99,12,82,13,17,76,88,11,73,82,34
946,85,13,9,69,14,78,90,97,63,7
663,96,7,63,49,69,77,83,22,66,99
95,44,27,22,70,88,96,30,34,79,53
209,52,97,54,97,78,44,94,75,17,6
269,14,77,74,12,20,38,19,80,10,41
103,26,7,96,39,38,12,39,4,31,83
548,61,5,45,34,71,90,97,64,72,70
874,41,12,28,17,33,35,89,99,39,21
233,100,51,68,15,96,79,78,37,80,86
619,55,89,7,67,56,14,76,37,29,34
854,57,34,94,50,59,1,54,99,100,74
952,80,51,44,64,47,97,53,8,54,36
110,81,81,4,81,74,57,97,38,96,75
12,2,64,64,70,21,51,55,43,17,51
7,62,68,48,24,33,14,9,39,29,94
965,55,97,55,33,33,87,4,72,72,40
589,62,73,25,7,4,29,51,9,97,99
213,66,23,18,72,30,71,83,22,85,48
802,98,80,38,85,59,20,73,96,35,86
311,90,34,50,62,100,48,47,73,48,22
602,11,10,74,17,45,20,12,40,89,76
674,56,7,10,65,44,21,93,30,6,24
640,2,62,80,87,8,55,12,88,6,83
869,6,56,25,8,78,62,52,82,87,16
213,77,87,35,78,26,28,63,15,97,80
675,61,81,80,73,94,77,32,7,18,20
79,61,93,98,46,70,29,59,14,51,82
78,50,82,5,50,50,43,85,20,60,44
175,71,22,10,2,12,63,91,9,50,78
237,59,17,1,91,89,14,49,16,99,27
64,27,9,92,24,1,26,3,81,5,49
697,54,50,68,11,93,21,35,78,11,31
915,37,50,61,92,58,16,73,41,52,6
667,58,85,34,8,50,72,20,44,32,8
359,88,1,32,87,49,36,59,27,75,94
975,79,83,58,78,78,72,14,25,74,22
987,43,25,55,99,72,63,76,100,9,78
580,28,5,59,88,83,36,99,42,49,99
705,98,50,11,74,72,88,43,4,93,40
621,100,48,54,14,49,66,24,55,50,36
711,79,7,4,90,10,64,86,42,19,12
293,23,82,23,63,36,11,18,90,11,2
470,11,92,93,93,57,72,72,51,92,93
222,54,14,16,100,96,7,81,32,79,87
30,3,47,43,25,92,62,99,19,67,32
431,98,70,12,51,70,67,73,44,46,9
143,58,82,51,77,24,65,67,15,17,2
456,94,54,9,87,64,36,55,17,26,64
20,80,54,10,67,41,55,89,61,89,26
209,37,23,20,34,60,27,68,41,77,61
155,86,36,22,72,32,24,90,98,54,50
874,89,83,6,83,37,40,24,87,27,15
114,100,71,32,27,14,89,77,47,14,24
656,16,23,87,19,38,22,83,82,88,37
150,37,85,35,80,61,96,67,61,49,20
628,99,70,77,79,41,70,78,42,54,99
203,67,63,73,41,49,44,59,56,96,57
707,20,80,85,34,68,84,9,17,17,5
648,38,62,32,60,53,85,55,50,33,87
811,66,73,96,72,95,20,67,94,46,20
434,57,22,42,8,88,60,42,94,50,49
347,32,18,99,98,20,8,93,10,48,81
